PlayerId;PlayerName;Nationality;Age;Height;Weigh;Foot;Value;Wage;Crossing;Finishing;Heading accuracy;Short passing;Volleys;Dribbling;Curve;FK Accuracy;Long passing;Ball control;Acceleration;Sprint speed;Agility;Reactions;Balance;Shot power;Jumping;Stamina;Strength;Long shots;Aggression;Interceptions;Att. Position;Vision;Penalties;Composure;Defensive awareness;Standing tackle;Sliding tackle;GK Diving;GK Handling;GK Kicking;GK Positioning;GK Reflexes;PlayerName_right;Position
2422;Justin Bijlow;Netherlands;25;188;76;Right;€14.5M;€13K;10;10;11;33;10;11;10;10;44;21;48;48;56;77;32;59;67;30;70;10;22;10;10;58;16;54;16;12;14;80;75;78;74;78;Justin Bijlow;Gardien de but
5658;Benjamin White;England;25;185;77;Right;€29.5M;€100K;65;24;74;83;21;75;45;20;82;79;71;74;67;82;61;50;83;79;78;25;80;84;52;75;24;81;83;84;82;8;11;12;5;6;;RB
2809;Juriën Godfried Juan Gaari;Curacao;29;183;73;Right;€725K;€3K;50;28;63;64;32;60;35;35;46;62;77;83;66;60;64;56;80;75;75;50;68;64;53;41;40;56;63;65;61;8;13;12;13;11;Juriën Godfried Juan Gaari;Arrière gauche
4101;Tiago Júnior Lopes Gomes;Cabo Verde;20;193;85;Right;€375K;€1K;10;6;14;20;8;9;14;11;21;16;20;23;30;53;26;41;49;26;59;9;20;6;5;35;19;32;7;12;12;59;56;55;57;57;Tiago Júnior Lopes Gomes;Arrière droit
1466;Simon Ebonog;France;18;180;70;Right;€750K;€1K;47;47;48;66;53;58;52;37;63;63;69;68;60;62;63;57;45;48;41;46;49;58;56;63;53;58;52;63;52;9;6;6;10;10;Simon Ebonog;Avant-centre
64;Flynn Downes;England;24;173;70;Right;€2.7M;€28K;61;52;58;75;32;67;49;55;70;69;70;62;77;64;77;59;69;76;69;55;76;65;56;70;48;73;68;70;67;13;12;14;11;6;;CDM
4500;Tim Corsten;Germany;22;187;77;Left;€275K;€3K;22;18;55;32;23;24;28;25;22;30;63;62;49;51;54;33;65;62;68;24;42;57;26;31;40;41;50;64;58;12;11;8;13;11;Tim Corsten;Milieu central
975;Doğan Alemdar;Türkiye;20;189;73;Right;€2.9M;€14K;14;7;12;16;8;13;10;10;24;16;38;39;35;69;42;52;61;33;65;5;19;6;8;45;10;59;8;11;14;71;70;69;73;71;;GK
3818;Aurélio Gabriel Ulineia Buta;Portugal;26;172;66;Right;€6M;€32K;75;54;42;72;49;76;63;41;65;76;89;78;85;72;86;71;66;77;60;62;74;71;73;69;61;76;69;70;68;9;5;13;9;10;Aurélio Gabriel Ulineia Buta;Arrière gauche
1460;Antoine Joujou;France;20;189;75;Right;€1.9M;€5K;60;65;52;61;57;69;56;38;44;70;71;68;63;64;61;65;62;53;56;61;42;18;69;64;62;61;20;19;13;10;11;10;13;9;Antoine Joujou;Avant-centre
4357;Nader El-Jindaoui;Germany;26;173;74;Left;€425K;€3K;64;50;35;59;53;74;67;65;51;71;74;67;83;49;79;56;50;47;51;51;41;19;51;52;49;58;22;25;20;8;8;9;14;11;Nader El-Jindaoui;Milieu central
588;Cameron Robert Burgess;Australia;27;194;81;Left;€1M;€7K;40;38;65;61;23;45;37;30;60;57;43;49;40;63;42;45;72;72;85;26;69;64;46;38;43;64;65;69;65;9;13;14;15;7;;LCB
153;Kiernan Dewsbury-Hall;England;24;179;70;Left;€14.5M;€39K;70;68;65;79;69;77;73;70;77;79;70;66;70;81;72;72;74;85;72;72;72;69;78;77;64;76;68;68;66;12;15;9;10;7;;LCM
3693;Alex Král;Czechia;25;186;76;Right;€7.5M;€27K;68;66;72;74;65;76;65;51;70;76;67;70;76;71;77;79;80;84;76;73;78;74;69;71;59;71;74;75;69;11;13;10;11;12;Alex Král;Milieu défensif
7528;Jankat Yılmaz;Türkiye;18;193;75;Left;€375K;€500;10;6;12;22;5;10;12;13;21;13;27;24;24;50;24;35;53;21;61;6;20;13;6;25;17;22;7;10;11;60;54;46;56;61;Jankat Yılmaz;Gardien de but
3425;Ylber Ramadani;Albania;27;185;72;Right;€1.7M;€9K;49;51;58;70;39;65;40;45;64;65;62;58;57;65;69;71;70;88;73;70;72;70;58;59;37;64;68;70;65;8;15;12;15;11;;CDM
287;James Lewis Jones;England;34;188;91;Right;€100K;€5K;13;13;11;32;12;15;12;18;38;23;32;36;48;59;42;50;49;27;51;15;25;19;7;40;45;35;8;13;13;64;63;66;64;64;James Lewis Jones;Milieu central
936;Sessi Octave Emile D'Almeida;Benin;27;178;78;Right;€900K;€2K;44;54;62;71;47;66;45;37;66;68;78;72;72;63;76;64;82;83;77;52;78;58;63;63;50;66;62;63;63;7;12;8;12;14;Sessi Octave Emile D'Almeida;Ailier droit
6477;Gianluca Saro;Italy;23;187;86;Right;€275K;€500;11;6;13;26;6;8;13;11;15;12;18;26;22;44;22;44;47;27;58;7;28;7;6;22;18;26;6;10;13;56;62;59;51;58;Gianluca Saro;Gardien de but
3303;Charalampos Lykogiannis;Greece;29;190;87;Left;€2.1M;€21K;69;62;52;70;55;69;71;73;67;72;74;87;48;66;51;84;76;69;81;74;56;70;63;58;58;64;67;72;69;9;7;10;14;12;Charalampos Lykogiannis;Arrière gauche
3062;Pierre Kazeye Rommel Kalulu Kyatengwa;France;23;184;82;Right;€26M;€47K;70;43;76;78;44;64;65;44;65;74;77;83;69;78;69;66;86;72;74;51;77;78;60;59;49;77;80;80;79;12;5;13;9;11;Pierre Kazeye Rommel Kalulu Kyatengwa;Milieu central
6191;Sam Curtis;Republic of Ireland;17;185;76;Right;€1M;€500;59;37;56;56;29;57;35;26;53;59;70;66;65;54;60;30;64;80;59;24;63;53;52;48;39;53;56;60;58;13;7;7;7;13;Sam Curtis;Milieu central
2395;Lutsharel Geertruida;Netherlands;22;185;73;Right;€25M;€17K;70;63;80;77;31;76;56;30;74;78;77;76;73;75;72;49;89;79;80;42;73;78;69;68;40;77;77;82;78;12;11;13;12;10;;RB
5131;Daniel Vivian Moreno;Spain;23;183;83;Right;€27M;€26K;46;48;75;73;46;61;28;22;66;71;76;80;64;81;73;62;87;77;81;33;86;81;30;46;67;68;82;84;78;9;8;12;10;8;;RCB
1472;Yunis Abdelhamid;Morocco;35;190;83;Left;€2.8M;€16K;38;25;78;75;24;66;58;31;70;68;33;31;31;77;38;58;75;73;83;23;81;79;38;45;42;73;79;78;70;9;11;15;16;9;;LCB
1070;Lucas Buades;France;25;180;75;Right;€825K;€2K;63;58;49;63;55;63;40;43;55;66;72;72;68;59;63;56;65;70;67;52;49;58;56;51;55;55;59;62;56;13;12;11;14;14;Lucas Buades;Milieu offensif
5828;Norberto Bercique Gomes Betuncal;Portugal;25;194;88;Right;€20M;€49K;40;79;77;68;76;75;63;51;58;75;79;84;63;79;58;82;94;78;92;69;72;18;80;60;71;73;17;20;21;15;11;9;6;13;Norberto Bercique Gomes Betuncal;Ailier droit
7769;Achilleas Poungouras;Greece;27;187;77;Right;€1.1M;€7K;31;29;65;58;41;44;30;37;56;49;61;64;54;69;59;65;70;67;70;48;72;71;32;42;41;58;69;71;67;12;7;13;8;5;Achilleas Poungouras;Défenseur central
3568;Matthias Ginter;Germany;29;189;87;Right;€30.5M;€43K;68;55;83;79;53;61;44;42;74;75;54;65;55;85;49;79;83;75;84;46;74;85;55;72;67;76;87;86;78;12;10;6;8;10;;LCB
457;Osman Kakay;Sierra Leone;25;180;72;Right;€1.1M;€6K;55;24;52;59;28;64;31;31;39;62;76;70;71;66;66;26;66;64;58;22;49;64;43;33;36;47;65;70;67;7;5;7;8;5;Osman Kakay;Arrière droit
1594;Théo Sainte-Luce;France;24;181;72;Left;€2M;€9K;64;46;48;66;36;68;59;45;56;69;72;75;72;63;70;56;61;69;59;41;53;68;59;48;46;64;67;65;67;5;12;9;12;12;Théo Sainte-Luce;Milieu central
5923;Santiago Ignacio Bueno Sciutto;Uruguay;24;190;76;Right;€14.5M;€47K;30;20;76;73;20;47;36;35;68;69;52;49;44;77;49;56;79;73;80;30;77;79;30;50;40;67;78;78;75;5;8;9;13;10;Santiago Ignacio Bueno Sciutto;Avant-centre
6864;Fabio Abiuso;Italy;20;185;78;Right;€1.7M;€1K;36;68;68;69;67;57;54;38;44;65;62;62;63;57;65;65;71;65;70;55;32;19;65;42;64;67;22;35;27;15;7;6;9;8;Fabio Abiuso;Avant-centre
4360;Tobe Leysen;Belgium;21;189;84;Left;€1.7M;€2K;15;7;15;21;10;10;13;9;28;11;33;25;37;52;35;47;49;28;48;14;22;15;5;33;18;30;8;11;15;67;62;62;67;73;;GK
1213;Halid Šabanović;Bosnia and Herzegovina;23;182;75;Right;€1.3M;€2K;61;38;58;57;31;62;39;39;48;62;63;65;54;62;62;41;65;65;64;38;66;63;51;52;45;62;65;68;69;8;12;13;6;8;Halid Šabanović;Arrière droit
496;Matt Young;England;16;191;87;Right;€275K;€500;13;9;13;25;6;6;11;10;23;18;36;41;39;50;28;39;52;20;59;6;20;14;7;25;16;24;6;11;14;54;52;52;48;55;Matt Young;Avant-centre
6114;Adama Traoré Diarra;Spain;27;178;86;Right;€6M;€63K;73;61;40;69;50;87;72;42;49;78;94;93;78;68;87;78;79;73;88;62;76;38;62;63;47;70;33;40;34;13;9;11;12;7;Adama Traoré Diarra;Milieu offensif
1407;Alidu Seidu;Ghana;23;173;68;Right;€5.5M;€26K;66;35;71;68;42;65;46;31;61;70;67;52;63;75;69;32;78;47;71;41;75;76;52;52;37;73;76;75;74;11;9;11;14;7;Alidu Seidu;Défenseur central
5709;Konstantinos Tsimikas;Greece;27;179;77;Left;€11M;€80K;81;48;55;73;37;76;75;68;71;75;83;78;77;74;73;69;79;77;77;64;80;76;75;72;54;71;73;75;74;8;12;8;13;10;Konstantinos Tsimikas;Arrière gauche
2723;Derensili Sanches Fernandes;Netherlands;22;178;74;Left;€900K;€2K;55;49;40;62;52;69;62;55;50;66;79;75;76;62;69;56;51;68;46;46;45;25;54;64;59;62;42;34;41;7;10;8;8;12;Derensili Sanches Fernandes;Ailier droit
2077;José Manuel Hernando Riol;Spain;24;182;71;Right;€1.3M;€2K;44;34;65;57;29;56;45;49;52;61;55;64;60;64;62;53;70;72;72;51;64;63;43;38;42;53;70;64;64;7;12;7;8;9;José Manuel Hernando Riol;Avant-centre
6269;Matteo Solini;Italy;30;186;80;Left;€700K;€1K;32;30;70;58;36;41;33;38;34;53;52;52;45;60;60;52;71;69;73;34;64;64;30;35;47;61;66;68;66;14;7;11;10;9;Matteo Solini;Défenseur central
2470;Issam El Maach;Morocco;23;187;96;Right;€925K;€2K;13;8;10;28;7;17;10;11;22;30;42;39;35;58;40;48;61;27;70;10;23;9;8;35;22;28;8;13;13;64;60;64;62;65;Issam El Maach;Gardien de but
7716;Mücahit Serbest;Türkiye;18;183;68;Right;€160K;€500;13;5;11;26;9;5;10;10;23;15;17;17;22;40;49;34;45;23;58;7;27;13;7;25;11;26;8;14;12;52;55;45;47;59;Mücahit Serbest;Gardien de but
3914;Gonçalo Mendes Paciência;Portugal;28;184;80;Right;€3.1M;€21K;42;75;84;64;78;76;67;47;51;75;49;36;71;75;73;76;84;67;81;72;79;37;77;74;80;78;21;30;23;9;8;14;12;7;Gonçalo Mendes Paciência;Arrière gauche
3652;Pavel Kadeřábek;Czechia;31;182;81;Right;€4.1M;€28K;76;34;74;72;57;69;57;52;68;73;75;69;66;75;67;64;84;77;76;41;74;69;70;71;54;73;70;71;80;10;11;14;13;7;;RWB
6656;Gabriele Moncini;Italy;27;183;75;Right;€1.9M;€4K;46;71;70;66;68;68;63;52;50;68;80;76;73;67;64;69;79;70;67;64;57;32;70;55;68;65;37;33;30;9;13;9;8;14;;ST
2973;Rajiv van La Parra;Netherlands;32;181;75;Right;€675K;€3K;60;59;42;63;51;70;67;57;53;67;83;88;76;62;75;67;65;62;66;54;58;34;60;58;63;64;36;48;36;16;14;11;16;12;;RS
1285;Salis Abdul Samed;Ghana;23;179;69;Right;€14M;€27K;48;48;67;76;38;68;49;34;71;75;61;63;65;76;70;49;73;91;73;45;82;76;58;73;45;75;76;79;70;11;14;8;11;7;;LCM
5977;Odsonne Edouard;France;25;187;83;Right;€10M;€39K;58;77;73;73;64;79;75;75;58;78;74;78;75;71;72;79;83;71;75;69;55;39;76;74;76;80;44;46;28;7;6;13;11;13;Odsonne Edouard;Arrière gauche
5209;Juan Carlos Martín Corral;Spain;35;186;85;Right;€350K;€10K;31;14;19;25;15;13;30;12;27;22;58;61;56;67;57;54;73;42;71;15;13;21;11;42;30;53;25;20;21;72;73;72;71;73;Juan Carlos Martín Corral;Avant-centre
6489;Mikael Egill Ellertsson;Iceland;21;182;74;Left;€1.9M;€1K;60;68;53;70;60;72;66;49;66;71;71;66;69;59;65;71;64;50;59;71;54;57;64;61;64;59;57;70;62;11;11;10;13;9;;LCM
5447;Óscar Rodríguez Arnaiz;Spain;25;174;67;Right;€6M;€21K;66;76;45;77;65;75;78;85;76;76;58;56;64;76;70;72;54;55;56;81;47;70;73;78;57;74;47;62;48;12;7;9;11;7;Óscar Rodríguez Arnaiz;Milieu offensif
7558;Nuno Gonçalo Rocha Moreira;Portugal;24;175;66;Left;€2.1M;€4K;66;69;50;70;61;72;62;52;66;71;72;74;67;60;77;70;57;62;48;57;29;26;59;68;64;65;30;35;30;15;8;11;12;9;Nuno Gonçalo Rocha Moreira;Milieu central
365;Allan Campbell;Scotland;24;174;74;Right;€2M;€18K;55;63;65;69;55;66;62;57;67;69;70;68;72;68;80;65;75;84;71;65;77;69;65;68;55;70;70;70;67;13;14;8;15;7;Allan Campbell;Milieu central
3869;Ibrahim Digberekou;Belgium;18;188;78;Right;€550K;€1K;30;23;57;57;34;29;28;31;50;42;64;53;43;53;54;50;66;63;66;27;57;61;27;39;45;52;59;63;60;12;11;11;5;14;Ibrahim Digberekou;Milieu défensif
6763;Davide Di Molfetta;Italy;27;179;78;Right;€625K;€1K;62;60;59;66;59;71;66;58;62;72;74;73;70;62;72;65;71;65;64;62;52;47;61;64;61;62;39;49;38;7;7;6;6;13;;LCM
4265;Víctor Barberá Romero;Spain;18;180;75;Right;€2M;€3K;53;64;62;65;64;65;56;41;53;69;84;79;80;64;75;64;74;60;55;65;29;12;68;59;60;59;15;17;20;5;10;11;6;7;Víctor Barberá Romero;Défenseur central
2065;Gerard Fernández Castellano;Spain;20;172;65;Right;€2.6M;€3K;65;69;50;69;57;70;69;63;65;70;73;72;73;56;83;54;53;65;43;56;42;20;69;67;75;50;36;38;42;13;8;15;12;8;;CAM
3247;David Ankeye;Nigeria;21;191;78;Right;€600K;€3K;48;59;59;50;39;60;41;33;47;61;72;77;66;62;61;63;71;53;68;44;48;17;58;46;46;55;29;28;32;15;12;10;5;9;David Ankeye;Avant-centre
1294;Andy Diouf;France;20;187;81;Left;€9M;€21K;59;64;60;74;58;75;68;60;76;76;72;76;74;74;71;74;77;73;76;74;73;69;71;75;56;76;66;70;65;10;15;13;9;10;Andy Diouf;Milieu central
2437;Lars Olden Larsen;Norway;24;175;74;Right;€1.8M;€5K;58;69;51;62;54;73;67;53;58;70;83;76;81;62;79;71;57;77;52;69;43;51;65;62;58;64;55;53;46;14;8;11;8;10;Lars Olden Larsen;Milieu offensif
1273;Yann Lienard;France;20;194;80;Right;€575K;€3K;9;7;12;30;4;6;34;18;21;13;23;22;33;45;26;45;54;27;66;8;21;7;3;31;11;36;4;13;11;59;61;60;63;61;Yann Lienard;Milieu central
4569;Isaak Davies;Wales;21;175;65;Right;€1.8M;€5K;50;70;58;59;56;64;48;30;35;67;82;83;77;66;70;62;68;59;52;54;52;28;68;47;64;59;13;21;22;14;7;7;7;13;;LS
1118;Tim Jabol-Folcarelli;France;23;187;77;Right;€1.7M;€2K;54;48;61;70;45;65;51;48;68;70;65;66;58;64;56;66;70;74;70;55;62;66;63;64;49;60;59;64;64;7;7;14;13;13;;RCM
1913;Gerard Valentín Sancho;Spain;29;177;75;Right;€1.6M;€7K;63;58;40;61;29;79;69;30;60;70;90;89;91;61;72;51;68;80;68;51;64;60;62;57;36;59;63;65;62;8;10;8;6;10;;RM
6495;Nunzio Lella;Italy;22;188;75;Right;€1.4M;€1K;55;54;63;67;56;65;53;42;64;65;72;77;71;70;53;61;77;82;72;52;68;67;71;62;47;58;58;64;61;8;12;14;6;10;Nunzio Lella;Milieu central
5054;Amar Ćatić;Bosnia and Herzegovina;24;178;75;Right;€750K;€4K;62;59;45;57;59;64;60;50;53;62;88;86;76;57;64;60;70;60;66;51;48;19;58;54;60;52;28;31;30;7;8;7;13;12;Amar Ćatić;Arrière droit
4143;Daan Heymans;Belgium;24;186;73;Right;€1.8M;€6K;58;71;72;70;68;66;67;62;68;69;48;58;62;69;52;72;70;72;70;67;57;53;72;66;69;68;48;61;52;5;13;14;12;6;Daan Heymans;Milieu offensif
2565;菅原 由勢;Japan;23;178;68;Right;€9.5M;€9K;77;48;54;74;50;70;78;69;77;71;80;79;80;74;75;64;79;87;67;54;67;69;70;72;49;71;70;75;72;8;12;9;8;12;;RB
7308;Serdar Dursun;Türkiye;31;190;80;Right;€1.6M;€17K;48;71;79;68;67;65;54;59;57;69;53;58;65;71;54;79;73;72;76;64;76;31;75;57;77;72;39;36;30;8;6;10;13;14;Serdar Dursun;Avant-centre
3494;Serge David Gnabry;Germany;27;176;77;Right;€38.5M;€82K;77;85;42;83;83;85;74;62;73;82;84;79;86;82;88;87;68;72;69;82;58;38;84;80;70;82;45;44;43;14;10;10;9;7;Serge David Gnabry;Arrière droit
4039;Oscar Vilhelmsson;Sweden;19;188;77;Left;€2.9M;€6K;31;71;64;59;54;68;37;36;41;71;69;76;59;64;51;68;72;71;69;53;64;20;69;39;52;65;17;39;22;14;6;9;12;15;Oscar Vilhelmsson;Avant-centre
6096;Bernd Leno;Germany;31;189;83;Right;€16M;€76K;9;9;13;50;10;16;9;8;48;35;55;52;52;75;44;57;71;44;70;14;28;25;7;58;23;63;27;15;18;83;79;76;82;85;;GK
7436;Onur Bulut;Türkiye;29;179;80;Right;€1.2M;€11K;72;58;51;67;51;68;70;67;68;65;74;77;74;65;73;64;67;79;65;59;70;68;67;67;53;65;65;64;62;13;12;12;6;15;Onur Bulut;Arrière droit
67;Sékou Mara;France;20;183;80;Right;€3.5M;€19K;40;71;74;65;67;69;48;41;46;68;76;74;67;65;58;68;84;63;71;62;49;22;69;54;64;68;18;23;19;12;6;12;12;10;;RW
6662;Raffaele Cartano;Italy;20;188;80;Right;€325K;€600;25;19;56;36;21;32;31;29;29;30;61;65;54;54;51;37;69;61;73;22;59;57;29;25;34;43;59;58;57;10;7;14;6;15;Raffaele Cartano;Défenseur central
3345;Loum Tchaouna;France;19;180;67;Left;€1.8M;€5K;63;63;50;65;59;68;60;49;58;66;76;77;67;65;69;64;65;66;57;61;47;32;53;60;59;59;37;36;33;14;12;15;8;14;;LF
6501;Maximilian Ullmann;Austria;27;180;65;Left;€1.1M;€2K;63;54;63;63;47;64;59;49;59;63;80;79;74;61;78;66;76;85;63;63;61;58;57;59;73;60;58;62;58;9;14;7;8;10;Maximilian Ullmann;Arrière gauche
621;Jack Rudoni;England;22;185;77;Left;€2.7M;€4K;59;59;60;69;55;70;62;57;64;71;70;73;74;63;66;71;71;84;70;62;64;64;68;69;53;61;60;66;57;8;8;13;11;10;;RM
1508;Fali Candé;Guinea-Bissau;25;184;82;Left;€2.5M;€11K;65;38;69;62;40;65;69;71;60;63;79;81;71;65;62;68;81;91;72;59;69;67;58;56;44;70;73;75;71;9;12;9;13;8;Fali Candé;Défenseur central
639;Thomas Edwards;England;24;175;76;Right;€775K;€5K;64;43;60;63;34;61;54;50;62;63;59;54;63;61;66;55;71;67;75;44;81;62;53;58;46;60;62;61;62;10;14;13;6;7;Thomas Edwards;Arrière droit
883;Mohamed Hafid;Morocco;18;175;72;Left;€1M;€550;58;55;55;65;59;69;59;55;63;65;69;69;69;55;74;59;60;41;53;55;50;55;55;61;58;61;55;59;59;6;13;13;7;6;Mohamed Hafid;Milieu offensif
5468;Óscar Mingueza García;Spain;24;184;75;Right;€8M;€17K;66;22;71;75;36;59;42;39;67;69;76;82;73;70;62;61;83;80;73;35;72;73;57;55;32;66;71;72;70;9;10;15;8;13;;RM
7433;Jackson Muleka Kyanvubu;Congo DR;23;180;80;Right;€1.9M;€11K;58;70;73;63;68;69;63;53;45;68;82;81;82;65;74;72;80;74;74;67;67;26;70;62;66;73;35;36;23;7;15;6;14;11;Jackson Muleka Kyanvubu;Avant-centre
7573;Carlos Eduardo Ferreira de Souza;Brazil;26;173;68;Right;€1.3M;€6K;62;62;52;63;54;73;59;48;55;72;84;79;82;59;78;67;59;60;44;59;32;13;68;62;70;64;20;17;19;10;11;10;8;14;Carlos Eduardo Ferreira de Souza;Arrière gauche
329;Victor Torp Overgaard;Denmark;23;178;68;Right;€2M;€12K;69;58;42;72;60;70;66;70;67;71;69;67;76;59;76;70;54;63;59;68;61;64;62;70;56;73;60;58;55;10;8;14;9;7;;LDM
6132;Pervis Josué Estupiñán Tenorio;Ecuador;25;175;78;Left;€29.5M;€82K;83;48;75;80;38;79;65;36;64;81;80;78;74;76;73;58;84;81;73;60;74;76;66;60;69;74;73;81;79;14;7;14;7;7;;LB
1788;Aritz Muguruza Peña;Spain;21;180;75;Right;€425K;€1K;33;24;61;41;30;33;29;37;36;43;58;57;41;53;65;50;61;61;55;27;49;60;30;30;41;51;55;68;65;9;9;11;15;9;Aritz Muguruza Peña;Défenseur central
3634;Phillip Tietz;Germany;25;190;86;Right;€3.9M;€23K;37;75;72;67;53;65;45;56;50;72;62;73;63;72;55;77;82;73;82;66;63;25;77;63;65;72;26;36;23;10;7;5;11;7;;LS
4405;Matheo Raab;Germany;24;186;82;Right;€1.4M;€7K;11;5;10;32;8;12;14;13;23;24;30;18;24;58;34;50;46;23;45;8;27;9;7;33;17;39;6;12;11;69;69;66;70;67;Matheo Raab;Gardien de but
7192;Rúben Alexandre Rocha Lima;Portugal;33;177;69;Left;€525K;€4K;66;49;63;64;59;66;66;70;61;70;62;65;66;66;66;62;68;64;66;70;67;70;62;65;37;69;67;64;62;16;12;6;8;10;Rúben Alexandre Rocha Lima;Milieu offensif
6754;Andrea Cecchetto;Italy;20;180;80;Right;€220K;€500;39;22;50;51;34;45;37;35;49;51;57;63;62;48;63;51;59;51;66;35;59;52;24;40;36;42;51;52;54;11;8;6;13;14;Andrea Cecchetto;Défenseur central
1669;Mehdi Zeffane;Algeria;31;176;71;Right;€875K;€7K;66;55;55;68;57;62;58;47;65;66;69;69;71;65;77;75;65;66;61;65;70;67;60;62;60;65;66;64;65;15;12;9;13;10;Mehdi Zeffane;Arrière droit
466;Joe Walsh;England;21;185;78;Right;€350K;€1K;15;9;12;36;11;17;12;14;32;27;53;65;64;41;49;46;55;40;53;8;21;14;9;38;8;50;15;15;12;60;60;61;52;60;Joe Walsh;Gardien de but
2056;Jokin Ezkieta Mendiburu;Spain;26;193;80;Right;€2.5M;€6K;16;12;17;28;15;17;16;19;27;19;41;49;42;72;41;50;64;38;66;14;25;20;15;32;24;33;13;17;15;71;70;67;69;75;;GK
6358;Mamadou Coulibaly;Senegal;24;183;75;Right;€1.8M;€11K;57;57;67;72;52;65;55;60;67;70;75;76;70;68;71;73;82;71;80;61;77;69;64;63;57;66;65;70;65;13;6;12;6;6;Mamadou Coulibaly;Milieu central
3646;Pep Biel Mas Jaume;Spain;26;167;64;Left;€6M;€26K;68;73;52;75;67;74;72;69;69;76;75;74;87;72;90;70;64;79;55;72;64;45;75;75;65;76;48;49;49;8;14;7;9;6;Pep Biel Mas Jaume;Milieu offensif
1910;Jérémy Demian Blasco;France;24;185;79;Right;€1.5M;€3K;62;47;70;69;36;52;40;32;62;58;65;66;53;60;57;47;76;79;74;24;64;66;38;47;43;56;64;70;68;6;8;12;11;7;;RCB
231;Niall Nathan Michael Ennis;England;24;180;76;Right;€1.5M;€9K;49;68;61;59;63;66;51;35;48;67;80;83;78;64;74;64;79;68;71;60;58;39;66;57;61;63;38;37;33;5;14;9;13;6;Niall Nathan Michael Ennis;Ailier droit
2461;Naci Ünüvar;Türkiye;20;168;63;Right;€2.5M;€5K;63;61;46;68;47;71;71;58;64;74;71;67;72;62;77;62;48;55;38;49;43;25;56;74;62;67;40;38;42;14;14;11;11;10;Naci Ünüvar;Ailier gauche
2181;Mikel Rico Moreno;Spain;38;179;75;Right;€450K;€3K;55;65;58;71;53;61;52;63;70;66;42;35;67;75;70;75;63;67;74;63;67;76;70;71;60;66;69;73;67;15;7;10;9;9;Mikel Rico Moreno;Milieu central
6385;Raffaele Pucino;Italy;32;183;74;Right;€825K;€2K;63;42;61;64;41;64;45;58;60;63;70;76;73;65;77;55;71;82;67;41;68;64;42;35;60;67;62;64;64;14;12;11;12;7;Raffaele Pucino;Arrière droit
5983;Sam Johnstone;England;30;193;85;Right;€9.5M;€32K;17;11;17;27;15;16;16;17;35;18;38;45;55;72;27;53;65;37;68;16;24;17;11;48;42;50;22;17;20;78;77;70;76;79;Sam Johnstone;Gardien de but
6525;Michele Camporese;Italy;31;186;75;Right;€950K;€2K;15;21;74;56;11;47;21;20;54;52;62;71;60;61;63;49;79;65;74;38;66;66;20;23;40;67;71;71;70;11;8;7;9;12;Michele Camporese;Défenseur central
7710;Djakaridja Junior Traoré;Côte d'Ivoire;24;193;81;Right;€600K;€3K;36;65;69;52;62;58;36;35;35;62;48;55;47;58;43;61;66;63;83;58;60;23;63;54;60;55;30;21;24;11;10;14;9;10;Djakaridja Junior Traoré;Milieu central
4920;Michaël Bruno Dominique Cuisance;France;23;181;74;Left;€3.7M;€3K;76;59;49;74;63;75;83;74;77;77;77;61;83;68;75;76;67;63;64;73;57;48;63;73;63;62;49;59;54;9;14;11;8;15;;RCM
5203;Cristhian Ricardo Stuani Curbelo;Uruguay;36;186;76;Right;€4.8M;€24K;68;82;84;74;75;72;66;57;65;75;65;67;63;74;59;82;90;78;89;76;77;36;83;70;90;76;45;49;42;16;14;9;16;8;Cristhian Ricardo Stuani Curbelo;Défenseur central
889;Moustapha Mbow;Senegal;23;192;82;Right;€1.4M;€2K;23;36;68;56;29;52;38;32;51;62;63;68;43;62;45;52;79;71;82;24;62;66;24;32;39;58;66;68;64;6;5;14;14;5;;LCB
2440;Robin Roefs;Netherlands;20;192;72;Left;€1.2M;€1K;11;5;14;21;9;10;10;14;14;16;17;19;31;64;25;47;43;23;60;5;24;7;6;33;16;31;8;13;13;62;65;62;61;66;Robin Roefs;Milieu gauche
2205;Carlo Adriano García Prades;Spain;22;182;72;Right;€3.2M;€5K;54;63;52;75;57;71;53;49;73;74;64;63;70;61;59;63;62;77;63;69;45;64;59;70;48;63;62;63;56;12;13;10;11;13;;LCM
4399;Levin Mete Öztunali;Germany;27;184;81;Right;€1.5M;€15K;65;64;54;68;64;70;77;72;63;71;79;69;74;68;69;71;74;64;72;69;57;54;70;67;58;69;43;48;49;10;16;13;15;9;Levin Mete Öztunali;Ailier gauche
4420;Philipe Sampaio Azevedo;Brazil;28;191;83;Right;€1.3M;€9K;36;33;70;63;34;41;32;30;58;49;32;31;47;66;36;48;71;74;87;35;75;67;28;30;42;63;72;68;64;16;10;15;13;11;;RCB
362;Kevin Nisbet;Scotland;26;180;75;Right;€2.4M;€20K;53;75;70;65;69;67;63;68;62;70;68;65;71;70;70;74;76;74;72;68;64;40;74;65;67;69;30;34;32;7;13;10;7;13;Kevin Nisbet;Avant-centre
4009;Kazeem Olaigbe;Belgium;20;178;71;Right;€1.6M;€3K;57;60;45;58;57;67;61;46;52;64;85;88;80;58;75;63;66;72;59;55;39;29;59;59;58;59;31;31;30;7;6;9;6;9;Kazeem Olaigbe;Ailier gauche
